No.,Time,Source,Destination,Protocol,Length,Info,,,,,,,,,,time 1,time 2 ,delay 1,delay 2,jiter
15587,435.482041,192.168.43.125,103.208.137.6,TCP,74,[TCP Dup ACK 15577#3] 49239  >  443 [ACK] Seq=1360 Ack=5799 Win=66048 Len=0 SLE=5901 SRE=8661 SLE=10041 SRE=11421,,,,,,,,,,435.482337,435.482041,0.000296,435.481745,435.481449
15588,435.482337,103.208.137.6,192.168.43.125,TCP,1434,[TCP Out-Of-Order] 443  >  49239 [ACK] Seq=8661 Ack=1360 Win=64128 Len=1380,,,,,,,,,,435.48243,435.482337,9.3E-05,435.482244,435.482151
15589,435.48243,192.168.43.125,103.208.137.6,TCP,66,[TCP Dup ACK 15577#4] 49239  >  443 [ACK] Seq=1360 Ack=5799 Win=66048 Len=0 SLE=5901 SRE=11421,,,,,,,,,,435.508901,435.48243,0.026471,435.455959,435.429488
15593,435.508901,103.208.137.6,192.168.43.125,TLSv1.2,1390,Certificate [TCP segment of a reassembled PDU],,,,,,,,,,435.519703,435.508901,0.010802,435.498099,435.487297
15594,435.519703,103.208.137.6,192.168.43.125,TCP,66,"443  >  49241 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1380 SACK_PERM=1 WS=128",,,,,,,,,,435.519821,435.519703,0.000118,435.519585,435.519467
15595,435.519821,192.168.43.125,103.208.137.6,TCP,54,49241  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0,,,,,,,,,,435.520835,435.519821,0.001014,435.518807,435.517793
15596,435.520835,192.168.43.125,103.208.137.6,TLSv1.2,571,Client Hello,,,,,,,,,,435.570012,435.520835,0.049177,435.471658,435.422481
15598,435.570012,103.208.137.6,192.168.43.125,TCP,156,"[TCP Retransmission] 443  >  49239 [PSH, ACK] Seq=5799 Ack=1360 Win=64128 Len=102",,,,,,,,,,435.570129,435.570012,0.000117,435.569895,435.569778
15599,435.570129,192.168.43.125,103.208.137.6,TCP,54,49239  >  443 [ACK] Seq=1360 Ack=11421 Win=66048 Len=0,,,,,,,,,,435.57026,435.570129,0.000131,435.569998,435.569867
15600,435.57026,103.208.137.6,192.168.43.125,TLSv1.2,1434,Ignored Unknown Record,,,,,,,,,,435.626949,435.57026,0.056689,435.513571,435.456882
15603,435.626949,103.208.137.6,192.168.43.125,TCP,54,443  >  49241 [ACK] Seq=1 Ack=518 Win=64128 Len=0,,,,,,,,,,435.627347,435.626949,0.000398,435.626551,435.626153
15606,435.627347,103.208.137.6,192.168.43.125,TLSv1.2,210,"Server Hello, Change Cipher Spec, Encrypted Handshake Message",,,,,,,,,,435.635694,435.627347,0.008347,435.619,435.610653
15607,435.635694,192.168.43.125,103.208.137.6,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message",,,,,,,,,,435.636755,435.635694,0.001061,435.634633,435.633572
15608,435.636755,192.168.43.125,103.208.137.6,TLSv1.2,748,Application Data,,,,,,,,,,435.670596,435.636755,0.033841,435.602914,435.569073
15610,435.670596,103.208.137.6,192.168.43.125,TLSv1.2,988,Ignored Unknown Record,,,,,,,,,,435.670716,435.670596,0.00012,435.670476,435.670356
15611,435.670716,192.168.43.125,103.208.137.6,TCP,54,49239  >  443 [ACK] Seq=1360 Ack=13735 Win=66048 Len=0,,,,,,,,,,435.672951,435.670716,0.002235,435.668481,435.666246
15612,435.672951,192.168.43.125,103.208.137.6,TLSv1.2,817,Application Data,,,,,,,,,,435.708783,435.672951,0.035832,435.637119,435.601287
15616,435.708783,192.168.43.125,103.208.137.6,TCP,54,49240  >  443 [ACK] Seq=518 Ack=4097 Win=64768 Len=0,,,,,,,,,,435.730877,435.708783,0.022094,435.686689,435.664595
15617,435.730877,103.208.137.6,192.168.43.125,TCP,54,443  >  49241 [ACK] Seq=157 Ack=1263 Win=64128 Len=0,,,,,,,,,,435.73357,435.730877,0.002693,435.728184,435.725491
15618,435.73357,103.208.137.6,192.168.43.125,TCP,1434,443  >  49241 [ACK] Seq=157 Ack=1263 Win=64128 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,435.733736,435.73357,0.000166,435.733404,435.733238
15619,435.733736,103.208.137.6,192.168.43.125,TCP,1434,443  >  49241 [ACK] Seq=1537 Ack=1263 Win=64128 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,435.733786,435.733736,5E-05,435.733686,435.733636
15620,435.733786,192.168.43.125,103.208.137.6,TCP,54,49241  >  443 [ACK] Seq=1263 Ack=2917 Win=66048 Len=0,,,,,,,,,,435.889423,435.733786,0.155637,435.578149,435.422512
15624,435.889423,192.168.43.125,74.125.24.95,TCP,66,49242  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,,435.968738,435.889423,0.079315,435.810108,435.730793
15626,435.968738,192.168.43.125,103.208.137.6,TCP,817,"[TCP Retransmission] 49239  >  443 [PSH, ACK] Seq=1360 Ack=13735 Win=66048 Len=763",,,,,,,,,,436.060836,435.968738,0.092098,435.87664,435.784542
15628,436.060836,103.208.137.6,192.168.43.125,TCP,1434,[TCP Previous segment not captured] 443  >  49239 [ACK] Seq=17900 Ack=2123 Win=64128 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,436.060926,436.060836,9E-05,436.060746,436.060656
15629,436.060926,192.168.43.125,103.208.137.6,TCP,66,[TCP Dup ACK 15611#1] 49239  >  443 [ACK] Seq=2123 Ack=13735 Win=66048 Len=0 SLE=17900 SRE=19280,,,,,,,,,,436.061009,436.060926,8.3E-05,436.060843,436.06076
15630,436.061009,103.208.137.6,192.168.43.125,TLSv1.2,88,"[TCP Previous segment not captured] , Application Data",,,,,,,,,,436.061041,436.061009,3.2E-05,436.060977,436.060945
15631,436.061041,192.168.43.125,103.208.137.6,TCP,66,[TCP Dup ACK 15620#1] 49241  >  443 [ACK] Seq=1263 Ack=2917 Win=66048 Len=0 SLE=3834 SRE=3868,,,,,,,,,,436.140179,436.061041,0.079138,435.981903,435.902765
15632,436.140179,192.168.43.125,74.125.24.95,TCP,66,49243  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,,436.278975,436.140179,0.138796,436.001383,435.862587
15635,436.278975,74.125.24.95,192.168.43.125,TCP,66,"443  >  49242 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 SACK_PERM=1 WS=256",,,,,,,,,,436.279111,436.278975,0.000136,436.278839,436.278703
15636,436.279111,192.168.43.125,74.125.24.95,TCP,54,49242  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0,,,,,,,,,,436.280195,436.279111,0.001084,436.278027,436.276943
15637,436.280195,192.168.43.125,74.125.24.95,TLSv1.3,571,Client Hello,,,,,,,,,,436.348793,436.280195,0.068598,436.211597,436.142999
15641,436.348793,74.125.24.95,192.168.43.125,TCP,54,443  >  49242 [ACK] Seq=1 Ack=518 Win=66816 Len=0,,,,,,,,,,436.349035,436.348793,0.000242,436.348551,436.348309
15642,436.349035,74.125.24.95,192.168.43.125,TLSv1.3,1434,"Server Hello, Change Cipher Spec",,,,,,,,,,436.349641,436.349035,0.000606,436.348429,436.347823
15643,436.349641,74.125.24.95,192.168.43.125,TCP,1434,443  >  49242 [ACK] Seq=1381 Ack=518 Win=66816 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,436.349716,436.349641,7.5E-05,436.349566,436.349491
15644,436.349716,192.168.43.125,74.125.24.95,TCP,54,49242  >  443 [ACK] Seq=518 Ack=2761 Win=66048 Len=0,,,,,,,,,,436.349804,436.349716,8.8E-05,436.349628,436.34954
15645,436.349804,103.208.137.6,192.168.43.125,TCP,1005,"[TCP Retransmission] 443  >  49241 [PSH, ACK] Seq=2917 Ack=1263 Win=64128 Len=951",,,,,,,,,,436.349868,436.349804,6.4E-05,436.34974,436.349676
15646,436.349868,192.168.43.125,103.208.137.6,TCP,66,49241  >  443 [ACK] Seq=1263 Ack=3868 Win=65280 Len=0 SLE=3834 SRE=3868,,,,,,,,,,436.533838,436.349868,0.18397,436.165898,435.981928
15651,436.533838,74.125.24.95,192.168.43.125,TCP,66,"443  >  49243 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 SACK_PERM=1 WS=256",,,,,,,,,,436.533973,436.533838,0.000135,436.533703,436.533568
15652,436.533973,192.168.43.125,74.125.24.95,TCP,54,49243  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0,,,,,,,,,,436.535044,436.533973,0.001071,436.532902,436.531831
15653,436.535044,192.168.43.125,74.125.24.95,TLSv1.3,571,Client Hello,,,,,,,,,,436.540941,436.535044,0.005897,436.529147,436.52325
15654,436.540941,103.208.137.6,192.168.43.125,TCP,1434,[TCP Retransmission] 443  >  49239 [ACK] Seq=13735 Ack=2123 Win=64128 Len=1380,,,,,,,,,,436.541043,436.540941,0.000102,436.540839,436.540737
15655,436.541043,192.168.43.125,103.208.137.6,TCP,66,49239  >  443 [ACK] Seq=2123 Ack=15115 Win=66048 Len=0 SLE=17900 SRE=19280,,,,,,,,,,436.619556,436.541043,0.078513,436.46253,436.384017
15660,436.619556,74.125.24.95,192.168.43.125,TCP,54,443  >  49243 [ACK] Seq=1 Ack=518 Win=66816 Len=0,,,,,,,,,,436.619836,436.619556,0.00028,436.619276,436.618996
15661,436.619836,74.125.24.95,192.168.43.125,TLSv1.3,1434,"Server Hello, Change Cipher Spec",,,,,,,,,,436.619964,436.619836,0.000128,436.619708,436.61958
15662,436.619964,74.125.24.95,192.168.43.125,TCP,211,"[TCP Previous segment not captured] 443  >  49243 [PSH, ACK] Seq=2761 Ack=518 Win=66816 Len=157 [TCP segment of a reassembled PDU]",,,,,,,,,,436.620017,436.619964,5.3E-05,436.619911,436.619858
15663,436.620017,192.168.43.125,74.125.24.95,TCP,66,49243  >  443 [ACK] Seq=518 Ack=1381 Win=66048 Len=0 SLE=2761 SRE=2918,,,,,,,,,,436.65167,436.620017,0.031653,436.588364,436.556711
15664,436.65167,103.208.137.6,192.168.43.125,TCP,1434,[TCP Retransmission] 443  >  49239 [ACK] Seq=15115 Ack=2123 Win=64128 Len=1380,,,,,,,,,,436.65179,436.65167,0.00012,436.65155,436.65143
15665,436.65179,192.168.43.125,103.208.137.6,TCP,66,49239  >  443 [ACK] Seq=2123 Ack=16495 Win=66048 Len=0 SLE=17900 SRE=19280,,,,,,,,,,436.730442,436.65179,0.078652,436.573138,436.494486
15673,436.730442,103.208.137.6,192.168.43.125,TLSv1.2,118,"Server Key Exchange, Server Hello Done",,,,,,,,,,436.73297,436.730442,0.002528,436.727914,436.725386
15674,436.73297,192.168.43.125,103.208.137.6,TLSv1.2,147,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",,,,,,,,,,436.746892,436.73297,0.013922,436.719048,436.705126
15678,436.746892,103.208.137.6,192.168.43.125,TCP,79,"[TCP Retransmission] 443  >  49239 [PSH, ACK] Seq=17875 Ack=2123 Win=64128 Len=25",,,,,,,,,,436.746979,436.746892,8.7E-05,436.746805,436.746718
15679,436.746979,192.168.43.125,103.208.137.6,TCP,66,[TCP Dup ACK 15665#1] 49239  >  443 [ACK] Seq=2123 Ack=16495 Win=66048 Len=0 SLE=17875 SRE=19280,,,,,,,,,,436.828884,436.746979,0.081905,436.665074,436.583169
15682,436.828884,103.208.137.6,192.168.43.125,TLSv1.2,312,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message",,,,,,,,,,437.029818,436.828884,0.200934,436.62795,436.427016
15684,437.029818,192.168.43.125,103.208.137.6,TCP,54,49240  >  443 [ACK] Seq=611 Ack=4419 Win=65792 Len=0,,,,,,,,,,437.038851,437.029818,0.009033,437.020785,437.011752
15685,437.038851,192.168.43.125,23.111.9.35,TCP,55,[TCP Keep-Alive] 49237  >  443 [ACK] Seq=568 Ack=220 Win=65792 Len=1,,,,,,,,,,437.473316,437.038851,0.434465,436.604386,436.169921
15688,437.473316,74.125.24.95,192.168.43.125,TLSv1.3,211,Application Data,,,,,,,,,,437.484136,437.473316,0.01082,437.462496,437.451676
15689,437.484136,192.168.43.125,74.125.24.95,TLSv1.3,118,"Change Cipher Spec, Application Data",,,,,,,,,,437.558515,437.484136,0.074379,437.409757,437.335378
15690,437.558515,74.125.24.95,192.168.43.125,TLSv1.3,634,"Application Data, Application Data",,,,,,,,,,437.617126,437.558515,0.058611,437.499904,437.441293
15691,437.617126,74.125.24.95,192.168.43.125,TCP,1434,[TCP Retransmission] 443  >  49243 [ACK] Seq=1381 Ack=518 Win=66816 Len=1380,,,,,,,,,,437.617236,437.617126,0.00011,437.617016,437.616906
15692,437.617236,192.168.43.125,74.125.24.95,TCP,54,49243  >  443 [ACK] Seq=518 Ack=2918 Win=66048 Len=0,,,,,,,,,,437.625693,437.617236,0.008457,437.608779,437.600322
15693,437.625693,192.168.43.125,74.125.24.95,TLSv1.3,118,"Change Cipher Spec, Application Data",,,,,,,,,,437.762774,437.625693,0.137081,437.488612,437.351531
15694,437.762774,192.168.43.125,74.125.24.95,TCP,54,49242  >  443 [ACK] Seq=582 Ack=3498 Win=65280 Len=0,,,,,,,,,,438.052187,437.762774,0.289413,437.473361,437.183948
15697,438.052187,74.125.24.95,192.168.43.125,TLSv1.3,634,"Application Data, Application Data",,,,,,,,,,438.251871,438.052187,0.199684,437.852503,437.652819
15698,438.251871,192.168.43.125,74.125.24.95,TCP,54,49243  >  443 [ACK] Seq=582 Ack=3498 Win=65536 Len=0,,,,,,,,,,438.85869,438.251871,0.606819,437.645052,437.038233
15699,438.85869,103.208.137.6,192.168.43.125,TCP,1434,[TCP Retransmission] 443  >  49239 [ACK] Seq=16495 Ack=2123 Win=64128 Len=1380,,,,,,,,,,438.85881,438.85869,0.00012,438.85857,438.85845
15700,438.85881,192.168.43.125,103.208.137.6,TCP,54,49239  >  443 [ACK] Seq=2123 Ack=19280 Win=66048 Len=0,,,,,,,,,,438.957723,438.85881,0.098913,438.759897,438.660984
15701,438.957723,103.208.137.6,192.168.43.125,TLSv1.2,300,"Application Data, Application Data",,,,,,,,,,438.97714,438.957723,0.019417,438.938306,438.918889
15702,438.97714,192.168.43.125,103.208.137.6,TLSv1.2,853,Application Data,,,,,,,,,,439.097227,438.97714,0.120087,438.857053,438.736966
15704,439.097227,103.208.137.6,192.168.43.125,TCP,1434,443  >  49239 [ACK] Seq=19526 Ack=2922 Win=64128 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,439.097576,439.097227,0.000349,439.096878,439.096529
15705,439.097576,103.208.137.6,192.168.43.125,TCP,1434,443  >  49239 [ACK] Seq=20906 Ack=2922 Win=64128 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,439.097684,439.097576,0.000108,439.097468,439.09736
15706,439.097684,192.168.43.125,103.208.137.6,TCP,54,49239  >  443 [ACK] Seq=2922 Ack=22286 Win=66048 Len=0,,,,,,,,,,439.436596,439.097684,0.338912,438.758772,438.41986
15708,439.436596,103.208.137.6,192.168.43.125,TLSv1.2,1434,"[TCP Previous segment not captured] , Ignored Unknown Record",,,,,,,,,,439.436694,439.436596,9.8E-05,439.436498,439.4364
15709,439.436694,192.168.43.125,103.208.137.6,TCP,66,[TCP Dup ACK 15706#1] 49239  >  443 [ACK] Seq=2922 Ack=22286 Win=66048 Len=0 SLE=25046 SRE=26426,,,,,,,,,,439.869162,439.436694,0.432468,439.004226,438.571758
15711,439.869162,103.208.137.6,192.168.43.125,TCP,1434,[TCP Retransmission] 443  >  49239 [ACK] Seq=22286 Ack=2922 Win=64128 Len=1380,,,,,,,,,,439.869278,439.869162,0.000116,439.869046,439.86893
15712,439.869278,192.168.43.125,103.208.137.6,TCP,66,49239  >  443 [ACK] Seq=2922 Ack=23666 Win=66048 Len=0 SLE=25046 SRE=26426,,,,,,,,,,439.969193,439.869278,0.099915,439.769363,439.669448
15713,439.969193,103.208.137.6,192.168.43.125,TCP,1434,[TCP Retransmission] 443  >  49239 [ACK] Seq=23666 Ack=2922 Win=64128 Len=1380,,,,,,,,,,439.969311,439.969193,0.000118,439.969075,439.968957
15714,439.969311,192.168.43.125,103.208.137.6,TCP,54,49239  >  443 [ACK] Seq=2922 Ack=26426 Win=66048 Len=0,,,,,,,,,,439.975414,439.969311,0.006103,439.963208,439.957105
15715,439.975414,103.208.137.6,192.168.43.125,TLSv1.2,1434,Ignored Unknown Record,,,,,,,,,,440.068804,439.975414,0.09339,439.882024,439.788634
15717,440.068804,103.208.137.6,192.168.43.125,TCP,1434,443  >  49239 [ACK] Seq=27806 Ack=2922 Win=64128 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,440.068919,440.068804,0.000115,440.068689,440.068574
15718,440.068919,192.168.43.125,103.208.137.6,TCP,54,49239  >  443 [ACK] Seq=2922 Ack=29186 Win=66048 Len=0,,,,,,,,,,440.316838,440.068919,0.247919,439.821,439.573081
15720,440.316838,103.208.137.6,192.168.43.125,TCP,1434,443  >  49239 [ACK] Seq=29186 Ack=2922 Win=64128 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,440.516864,440.316838,0.200026,440.116812,439.916786
15721,440.516864,192.168.43.125,103.208.137.6,TCP,54,49239  >  443 [ACK] Seq=2922 Ack=30566 Win=66048 Len=0,,,,,,,,,,440.668783,440.516864,0.151919,440.364945,440.213026
15724,440.668783,103.208.137.6,192.168.43.125,TCP,1434,443  >  49239 [ACK] Seq=30566 Ack=2922 Win=64128 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,440.669097,440.668783,0.000314,440.668469,440.668155
15725,440.669097,103.208.137.6,192.168.43.125,TCP,1434,443  >  49239 [ACK] Seq=31946 Ack=2922 Win=64128 Len=1380 [TCP segment of a reassembled PDU],,,,,,,,,,440.669155,440.669097,5.8E-05,440.669039,440.668981
15726,440.669155,192.168.43.125,103.208.137.6,TCP,54,49239  >  443 [ACK] Seq=2922 Ack=33326 Win=66048 Len=0,,,,,,,,,,440.66925,440.669155,9.5E-05,440.66906,440.668965
15727,440.66925,103.208.137.6,192.168.43.125,TCP,296,"443  >  49239 [PSH, ACK] Seq=33326 Ack=2922 Win=64128 Len=242 [TCP segment of a reassembled PDU]",,,,,,,,,,440.868902,440.66925,0.199652,440.469598,440.269946
15728,440.868902,192.168.43.125,103.208.137.6,TCP,54,49239  >  443 [ACK] Seq=2922 Ack=33568 Win=65792 Len=0,,,,,,,,,,441.731924,440.868902,0.863022,440.00588,439.142858
15730,441.731924,192.168.43.125,74.125.200.94,TCP,55,[TCP Keep-Alive] 49235  >  443 [ACK] Seq=1074 Ack=3726 Win=65024 Len=1,,,,,,,,,,441.807271,441.731924,0.075347,441.656577,441.58123
15731,441.807271,74.125.200.94,192.168.43.125,TCP,66,[TCP Keep-Alive ACK] 443  >  49235 [ACK] Seq=3726 Ack=1075 Win=67840 Len=0 SLE=1074 SRE=1075,,,,,,,,,,461.428707,441.807271,19.621436,422.185835,402.564399
17327,461.428707,192.168.43.125,172.217.194.155,TCP,55,[TCP Keep-Alive] 49238  >  443 [ACK] Seq=2274 Ack=4262 Win=66048 Len=1,,,,,,,,,,461.500689,461.428707,0.071982,461.356725,461.284743
17331,461.500689,172.217.194.155,192.168.43.125,TCP,66,[TCP Keep-Alive ACK] 443  >  49238 [ACK] Seq=4262 Ack=2275 Win=72192 Len=0 SLE=2274 SRE=2275,,,,,,,,,,469.105835,461.500689,7.605146,453.895543,446.290397
18014,469.105835,192.168.43.125,74.125.68.188,TCP,55,[TCP Keep-Alive] 49171  >  5228 [ACK] Seq=1 Ack=1 Win=256 Len=1,,,,,,,,,,469.214035,469.105835,0.1082,468.997635,468.889435
18028,469.214035,74.125.68.188,192.168.43.125,TCP,66,[TCP Keep-Alive ACK] 5228  >  49171 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2,,,,,,,,,,479.263351,469.214035,10.049316,459.164719,449.115403
18657,479.263351,192.168.43.125,23.111.9.35,TCP,55,[TCP Keep-Alive] 49236  >  443 [ACK] Seq=1125 Ack=109070 Win=66048 Len=1,,,,,,,,,,481.348299,479.263351,2.084948,477.178403,475.093455
18703,481.348299,192.168.43.125,103.208.137.6,TCP,55,[TCP Keep-Alive] 49241  >  443 [ACK] Seq=1262 Ack=3868 Win=65280 Len=1,,,,,,,,,,481.450406,481.348299,0.102107,481.246192,481.144085
18715,481.450406,103.208.137.6,192.168.43.125,TCP,66,[TCP Keep-Alive ACK] 443  >  49241 [ACK] Seq=3868 Ack=1263 Win=64128 Len=0 SLE=1262 SRE=1263,,,,,,,,,,481.833441,481.450406,0.383035,481.067371,480.684336
18737,481.833441,192.168.43.125,103.208.137.6,TCP,55,[TCP Keep-Alive] 49240  >  443 [ACK] Seq=610 Ack=4419 Win=65792 Len=1,,,,,,,,,,482.038306,481.833441,0.204865,481.628576,481.423711
18750,482.038306,192.168.43.125,23.111.9.35,TCP,55,[TCP Keep-Alive] 49237  >  443 [ACK] Seq=568 Ack=220 Win=65792 Len=1,,,,,,,,,,482.376122,482.038306,0.337816,481.70049,481.362674
18782,482.376122,23.111.9.35,192.168.43.125,TCP,66,[TCP Keep-Alive ACK] 443  >  49237 [ACK] Seq=220 Ack=569 Win=30720 Len=0 SLE=568 SRE=569,,,,,,,,,,482.558465,482.376122,0.182343,482.193779,482.011436
18804,482.558465,192.168.43.125,74.125.24.95,TCP,55,[TCP Keep-Alive] 49242  >  443 [ACK] Seq=581 Ack=3498 Win=65280 Len=1,,,,,,,,,,483.053494,482.558465,0.495029,482.063436,481.568407
18863,483.053494,192.168.43.125,74.125.24.95,TCP,55,[TCP Keep-Alive] 49243  >  443 [ACK] Seq=581 Ack=3498 Win=65536 Len=1,,,,,,,,,,483.128953,483.053494,0.075459,482.978035,482.902576
18872,483.128953,74.125.24.95,192.168.43.125,TCP,66,[TCP Keep-Alive ACK] 443  >  49243 [ACK] Seq=3498 Ack=582 Win=66816 Len=0 SLE=581 SRE=582,,,,,,,,,,483.978011,483.128953,0.849058,482.279895,481.430837
18934,483.978011,192.168.43.125,23.111.9.35,TCP,54,"49237  >  443 [FIN, ACK] Seq=569 Ack=220 Win=65792 Len=0",,,,,,,,,,484.063554,483.978011,0.085543,483.892468,483.806925
18951,484.063554,192.168.43.125,74.125.68.94,TCP,66,49244  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1,,,,,,,,,,484.17942,484.063554,0.115866,483.947688,483.831822
18957,484.17942,74.125.68.94,192.168.43.125,TCP,66,"443  >  49244 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1380 SACK_PERM=1 WS=256",,,,,,,,,,484.179554,484.17942,0.000134,484.179286,484.179152
18958,484.179554,192.168.43.125,74.125.68.94,TCP,54,49244  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0,,,,,,,,,,484.180521,484.179554,0.000967,484.178587,484.17762
18959,484.180521,192.168.43.125,74.125.68.94,TLSv1.3,571,Client Hello,,,,,,,,,,484.261551,484.180521,0.08103,484.099491,484.018461
18969,484.261551,74.125.68.94,192.168.43.125,TCP,54,443  >  49244 [ACK] Seq=1 Ack=518 Win=66816 Len=0,,,,,,,,,,484.26192,484.261551,0.000369,484.261182,484.260813
18970,484.26192,74.125.68.94,192.168.43.125,TLSv1.3,1434,"Server Hello, Change Cipher Spec",,,,,,,,,,484.322231,484.26192,0.060311,484.201609,484.141298
18977,484.322231,23.111.9.35,192.168.43.125,TCP,54,"443  >  49237 [FIN, ACK] Seq=220 Ack=570 Win=30720 Len=0",,,,,,,,,,484.322332,484.322231,0.000101,484.32213,484.322029
18978,484.322332,192.168.43.125,23.111.9.35,TCP,54,49237  >  443 [ACK] Seq=570 Ack=221 Win=65792 Len=0,,,,,,,,,,484.461535,484.322332,0.139203,484.183129,484.043926
18989,484.461535,192.168.43.125,74.125.68.94,TCP,54,49244  >  443 [ACK] Seq=518 Ack=1381 Win=66048 Len=0,,,,,,,,,,484.471884,484.461535,0.010349,484.451186,484.440837
18990,484.471884,74.125.68.94,192.168.43.125,TLSv1.3,1344,Application Data,,,,,,,,,,484.493541,484.471884,0.021657,484.450227,484.42857
18993,484.493541,192.168.43.125,74.125.68.94,TLSv1.3,118,"Change Cipher Spec, Application Data",,,,,,,,,,484.494212,484.493541,0.000671,484.49287,484.492199
18995,484.494212,192.168.43.125,74.125.68.94,TLSv1.3,146,Application Data,,,,,,,,,,484.494547,484.494212,0.000335,484.493877,484.493542
18996,484.494547,192.168.43.125,74.125.68.94,TLSv1.3,287,Application Data,,,,,,,,,,484.494635,484.494547,8.8E-05,484.494459,484.494371
18997,484.494635,192.168.43.125,74.125.68.94,TLSv1.3,351,Application Data,,,,,,,,,,484.567697,484.494635,0.073062,484.421573,484.348511
19006,484.567697,74.125.68.94,192.168.43.125,TLSv1.3,634,"Application Data, Application Data",,,,,,,,,,484.568266,484.567697,0.000569,484.567128,484.566559
19007,484.568266,192.168.43.125,74.125.68.94,TLSv1.3,85,Application Data,,,,,,,,,,484.581466,484.568266,0.0132,484.555066,484.541866
19008,484.581466,74.125.68.94,192.168.43.125,TCP,54,443  >  49244 [ACK] Seq=3251 Ack=907 Win=67840 Len=0,,,,,,,,,,484.581736,484.581466,0.00027,484.581196,484.580926
19009,484.581736,74.125.68.94,192.168.43.125,TLSv1.3,1093,"[TCP Previous segment not captured] , Application Data",,,,,,,,,,484.58183,484.581736,9.4E-05,484.581642,484.581548
19010,484.58183,192.168.43.125,74.125.68.94,TCP,66,[TCP Dup ACK 19007#1] 49244  >  443 [ACK] Seq=1235 Ack=3251 Win=66048 Len=0 SLE=3282 SRE=4321,,,,,,,,,,484.584071,484.58183,0.002241,484.579589,484.577348
19011,484.584071,74.125.68.94,192.168.43.125,TLSv1.3,93,"[TCP Previous segment not captured] , Application Data",,,,,,,,,,484.584152,484.584071,8.1E-05,484.58399,484.583909
19012,484.584152,192.168.43.125,74.125.68.94,TCP,74,[TCP Dup ACK 19007#2] 49244  >  443 [ACK] Seq=1235 Ack=3251 Win=66048 Len=0 SLE=4352 SRE=4391 SLE=3282 SRE=4321,,,,,,,,,,484.891479,484.584152,0.307327,484.276825,483.969498
19038,484.891479,192.168.43.125,74.125.68.94,TCP,85,"[TCP Retransmission] 49244  >  443 [PSH, ACK] Seq=1204 Ack=3251 Win=66048 Len=31",,,,,,,,,,485.026188,484.891479,0.134709,484.75677,484.622061
19048,485.026188,74.125.68.94,192.168.43.125,TCP,66,443  >  49244 [ACK] Seq=4391 Ack=1235 Win=68864 Len=0 SLE=1204 SRE=1235,,,,,,,,,,485.113525,485.026188,0.087337,484.938851,484.851514
19055,485.113525,74.125.68.94,192.168.43.125,TCP,85,"[TCP Retransmission] 443  >  49244 [PSH, ACK] Seq=3251 Ack=1235 Win=68864 Len=31",,,,,,,,,,485.113629,485.113525,0.000104,485.113421,485.113317
19056,485.113629,192.168.43.125,74.125.68.94,TCP,66,49244  >  443 [ACK] Seq=1235 Ack=4321 Win=65024 Len=0 SLE=4352 SRE=4391,,,,,,,,,,485.115579,485.113629,0.00195,485.111679,485.109729
19057,485.115579,192.168.43.125,74.125.68.94,TLSv1.3,89,Application Data,,,,,,,,,,485.188335,485.115579,0.072756,485.042823,484.970067
19062,485.188335,74.125.68.94,192.168.43.125,TCP,85,"[TCP Retransmission] 443  >  49244 [PSH, ACK] Seq=4321 Ack=1235 Win=68864 Len=31",,,,,,,,,,485.188441,485.188335,0.000106,485.188229,485.188123
19063,485.188441,192.168.43.125,74.125.68.94,TCP,54,49244  >  443 [ACK] Seq=1270 Ack=4391 Win=65024 Len=0,,,,,,,,,,485.188795,485.188441,0.000354,485.188087,485.187733
